department,category,budget_eur,project_id,country,date,amount_local,original_currency,rate,amount_eur
Medical,Medical Equipment,2209.28,KE01,Kenya,2024-11-30,319896.43665689,KES,0.006595,2109.7169997521896
Medical,Consultations,4080.85,KE01,Kenya,2024-11-30,575632.8032375076,KES,0.006595,3796.2983373513625
Logistics,Fuel,1391.15,KE01,Kenya,2024-11-30,167029.5606199336,KES,0.006595,1101.559952288462
Logistics,Transport,2469.13,KE01,Kenya,2024-11-30,320384.0022416052,KES,0.006595,2112.932494783386
Logistics,Vehicle Maintenance,4029.78,KE01,Kenya,2024-11-30,590617.2275700048,KES,0.006595,3895.1206158241816
Supply,Supplies,3312.94,KE01,Kenya,2024-11-30,372509.6936861572,KES,0.006595,2456.7014298602066
Supply,Warehousing,1131.69,KE01,Kenya,2024-11-30,142597.8683004548,KES,0.006595,940.4329414414995
Supply,Cold Chain,4775.26,KE01,Kenya,2024-11-30,537998.4922757407,KES,0.006595,3548.10005655851
HR,Salaries,4906.1,KE01,Kenya,2024-12-31,531480.7514424381,KES,0.006595,3505.1155557628795
HR,Training,1094.89,KE01,Kenya,2024-12-31,138903.40412062788,KES,0.006595,916.0679501755409
HR,Recruitment,1282.87,KE01,Kenya,2024-12-31,155859.99518121762,KES,0.006595,1027.89666822013
Medical,Medications,4921.12,KE01,Kenya,2024-12-31,723773.1013263322,KES,0.006595,4773.2836032471605
Medical,Medical Equipment,4164.44,KE01,Kenya,2024-12-31,563308.5436405387,KES,0.006595,3715.0198453093526
Medical,Consultations,2422.51,KE01,Kenya,2024-12-31,300503.61019476457,KES,0.006595,1981.8213092344724
Logistics,Fuel,3106.19,KE01,Kenya,2024-12-31,377448.8403216973,KES,0.006595,2489.275101921594
Logistics,Transport,3520.34,KE01,Kenya,2024-12-31,408508.75638533087,KES,0.006595,2694.1152483612573
Logistics,Vehicle Maintenance,3073.77,KE01,Kenya,2024-12-31,381462.0034876222,KES,0.006595,2515.7419130008684
Supply,Supplies,1529.48,KE01,Kenya,2024-12-31,175137.72760967858,KES,0.006595,1155.0333135858302
Supply,Warehousing,2809.44,KE01,Kenya,2024-12-31,344047.57562349585,KES,0.006595,2268.9937612369554
Supply,Cold Chain,2542.76,KE01,Kenya,2024-12-31,369135.57080275717,KES,0.006595,2434.4490894441838
HR,Salaries,2138.27,KE01,Kenya,2025-01-31,262755.175235586,KES,0.006595,1732.8703806786898
HR,Training,2499.6,KE01,Kenya,2025-01-31,364917.1013462436,KES,0.006595,2406.6282833784767
HR,Recruitment,4949.79,KE01,Kenya,2025-01-31,682330.1455732223,KES,0.006595,4499.967310055401
Medical,Medications,1016.67,KE01,Kenya,2025-01-31,131054.494872345,KES,0.006595,864.3043936831153
Medical,Medical Equipment,4815.27,KE01,Kenya,2025-01-31,566728.9074717006,KES,0.006595,3737.5771447758652
Medical,Consultations,4052.32,KE01,Kenya,2025-01-31,547566.8152270889,KES,0.006595,3611.203146422651
Logistics,Fuel,3166.45,KE01,Kenya,2025-01-31,461667.2239706472,KES,0.006595,3044.6953420864183
Logistics,Transport,2087.05,KE01,Kenya,2025-01-31,305902.8651703937,KES,0.006595,2017.4293957987466
Logistics,Vehicle Maintenance,2191.21,KE01,Kenya,2025-01-31,311399.4805023278,KES,0.006595,2053.679573912852
Supply,Supplies,3763.98,KE01,Kenya,2025-01-31,491889.8578677622,KES,0.006595,3244.013612637892
Supply,Warehousing,2768.62,KE01,Kenya,2025-01-31,315754.5014670123,KES,0.006595,2082.400937174946
Supply,Cold Chain,2380.25,KE01,Kenya,2025-01-31,340646.1050642353,KES,0.006595,2246.561062898632
HR,Salaries,3171.52,KE01,Kenya,2025-02-28,361038.1979172992,KES,0.006595,2381.0469152645883
HR,Training,3356.43,KE01,Kenya,2025-02-28,434270.57941789005,KES,0.006595,2864.014471260985
HR,Recruitment,4540.65,KE01,Kenya,2025-02-28,656313.779483836,KES,0.006595,4328.389375695899
Medical,Medications,4514.17,KE01,Kenya,2025-02-28,516375.75929786405,KES,0.006595,3405.4981325694134
Medical,Medical Equipment,3041.32,KE01,Kenya,2025-02-28,390654.78171185526,KES,0.006595,2576.3682853896853
Medical,Consultations,2725.43,KE01,Kenya,2025-02-28,391022.790427804,KES,0.006595,2578.7953028713673
Logistics,Fuel,4794.54,KE01,Kenya,2025-02-28,543800.526475372,KES,0.006595,3586.3644721050787
Logistics,Transport,4190.89,KE01,Kenya,2025-02-28,523830.641742268,KES,0.006595,3454.6630822902575
Logistics,Vehicle Maintenance,2614.1,KE01,Kenya,2025-02-28,285588.29330847284,KES,0.006595,1883.4547943693785
Supply,Supplies,3043.5,KE01,Kenya,2025-02-28,405173.5373399676,KES,0.006595,2672.1194787570867
Supply,Warehousing,3832.67,KE01,Kenya,2025-02-28,435934.7364789821,KES,0.006595,2874.989587078887
Supply,Cold Chain,2155.7,KE01,Kenya,2025-02-28,280239.9901682316,KES,0.006595,1848.1827351594875
HR,Salaries,2075.35,KE01,Kenya,2025-03-31,307491.1605780352,KES,0.006595,2027.9042040121424
HR,Training,2780.38,KE01,Kenya,2025-03-31,313756.105995328,KES,0.006595,2069.221519039188
HR,Recruitment,3169.82,KE01,Kenya,2025-03-31,375820.051250752,KES,0.006595,2478.5332379987094
Medical,Medications,3931.11,KE01,Kenya,2025-03-31,505340.2000780416,KES,0.006595,3332.718619514684
Medical,Medical Equipment,4660.1,KE01,Kenya,2025-03-31,551092.1457055744,KES,0.006595,3634.4527009282633
Medical,Consultations,3799.07,KE01,Kenya,2025-03-31,532682.0724566272,KES,0.006595,3513.038267851456
Logistics,Fuel,2460.73,KE01,Kenya,2025-03-31,360810.11192988156,KES,0.006595,2379.542688177569
Logistics,Transport,4332.28,KE01,Kenya,2025-03-31,656513.0263021695,KES,0.006595,4329.7034084628085
Logistics,Vehicle Maintenance,3400.86,KE01,Kenya,2025-03-31,408853.9067487872,KES,0.006595,2696.3915150082516
Supply,Supplies,4325.35,KE01,Kenya,2025-03-31,515267.3643674368,KES,0.006595,3398.188268003246
Supply,Warehousing,3874.12,KE01,Kenya,2025-03-31,481033.2155885184,KES,0.006595,3172.414056806279
Supply,Cold Chain,2550.14,KE01,Kenya,2025-03-31,318837.486957952,KES,0.006595,2102.733226487693
HR,Salaries,3471.67,KE01,Kenya,2025-04-30,541703.6729598384,KES,0.006595,3572.5357231701346
HR,Training,4315.2,KE01,Kenya,2025-04-30,510890.00618795044,KES,0.006595,3369.319590809533
HR,Recruitment,4409.0,KE01,Kenya,2025-04-30,654850.0440103249,KES,0.006595,4318.736040248093
Medical,Medications,2516.08,KE01,Kenya,2025-04-30,393880.5170481456,KES,0.006595,2597.64200993252
Medical,Medical Equipment,2098.85,KE01,Kenya,2025-04-30,325597.254814656,KES,0.006595,2147.313895502656
Medical,Consultations,4808.02,KE01,Kenya,2025-04-30,715772.1818358145,KES,0.006595,4720.517539207197
Logistics,Fuel,2374.42,KE01,Kenya,2025-04-30,318668.96452184644,KES,0.006595,2101.6218210215775
Logistics,Transport,2172.99,KE01,Kenya,2025-04-30,296893.28629810084,KES,0.006595,1958.0112231359751
Logistics,Vehicle Maintenance,1615.41,KE01,Kenya,2025-04-30,252052.26085432802,KES,0.006595,1662.2846603342934
Supply,Supplies,2383.5,KE01,Kenya,2025-04-30,303880.46558617445,KES,0.006595,2004.0916705408206
Supply,Warehousing,1819.65,KE01,Kenya,2025-04-30,262200.30696319684,KES,0.006595,1729.2110244222831
Supply,Cold Chain,1234.3,KE01,Kenya,2025-04-30,188806.95216567363,KES,0.006595,1245.1818495326177
HR,Salaries,4423.3,KE01,Kenya,2025-05-31,577913.9191807545,KES,0.006595,3811.3422969970757
HR,Training,1691.85,KE01,Kenya,2025-05-31,269700.4733008256,KES,0.006595,1778.6746214189448
HR,Recruitment,2650.68,KE01,Kenya,2025-05-31,423739.2037875865,KES,0.006595,2794.5600489791327
Medical,Medications,3737.64,KE01,Kenya,2025-05-31,544400.2196662305,KES,0.006595,3590.31944869879
Medical,Medical Equipment,3264.26,KE01,Kenya,2025-05-31,392875.01664305886,KES,0.006595,2591.0107347609733
Medical,Consultations,1579.18,KE01,Kenya,2025-05-31,236293.5146268147,KES,0.006595,1558.355728963843
Logistics,Fuel,2419.1,KE01,Kenya,2025-05-31,315537.62218308117,KES,0.006595,2080.9706182974205
Logistics,Transport,4751.17,KE01,Kenya,2025-05-31,607813.0521507801,KES,0.006595,4008.527078934395
Logistics,Vehicle Maintenance,3021.37,KE01,Kenya,2025-05-31,414438.1286299998,KES,0.006595,2733.219458314849
Supply,Supplies,4384.99,KE01,Kenya,2025-05-31,549555.9484833427,KES,0.006595,3624.321480247645
Supply,Warehousing,2334.36,KE01,Kenya,2025-05-31,307868.36590237974,KES,0.006595,2030.3918731261945
Supply,Cold Chain,1602.33,KE01,Kenya,2025-05-31,220402.28922001508,KES,0.006595,1453.5530974059996
HR,Salaries,4022.22,KE01,Kenya,2025-06-30,624636.5588273174,KES,0.006595,4119.478105466159
HR,Training,2293.72,KE01,Kenya,2025-06-30,347276.8316702328,KES,0.006595,2290.2907048651855
HR,Recruitment,2921.9,KE01,Kenya,2025-06-30,404164.915666708,KES,0.006595,2665.4676188219396
Medical,Medications,3984.47,KE01,Kenya,2025-06-30,592950.0415661172,KES,0.006595,3910.505524128543
Medical,Medical Equipment,1478.32,KE01,Kenya,2025-06-30,203712.032825259,KES,0.006595,1343.480856482583
Medical,Consultations,3607.83,KE01,Kenya,2025-06-30,484869.04868441063,KES,0.006595,3197.7113760736884
Logistics,Fuel,3422.12,KE01,Kenya,2025-06-30,445284.77727639646,KES,0.006595,2936.6531061378346
Logistics,Transport,2082.38,KE01,Kenya,2025-06-30,272051.10239275784,KES,0.006595,1794.177020280238
Logistics,Vehicle Maintenance,4270.33,KE01,Kenya,2025-06-30,608457.5319541993,KES,0.006595,4012.7774232379447
Supply,Supplies,1465.61,KE01,Kenya,2025-06-30,217389.8515712672,KES,0.006595,1433.6860711125073
Supply,Warehousing,1812.48,KE01,Kenya,2025-06-30,222070.90047824642,KES,0.006595,1464.5575886540353
Supply,Cold Chain,4790.82,KE01,Kenya,2025-06-30,599336.4596506715,KES,0.006595,3952.623951396178
HR,Salaries,4802.74,KE01,Kenya,2025-07-31,,KES,0.006595,
HR,Training,1479.85,KE01,Kenya,2025-07-31,,KES,0.006595,
HR,Recruitment,3610.31,KE01,Kenya,2025-07-31,,KES,0.006595,
Medical,Medications,1582.52,KE01,Kenya,2025-07-31,,KES,0.006595,
Medical,Medical Equipment,4353.72,KE01,Kenya,2025-07-31,,KES,0.006595,
Medical,Consultations,2648.66,KE01,Kenya,2025-07-31,,KES,0.006595,
Logistics,Fuel,4741.59,KE01,Kenya,2025-07-31,,KES,0.006595,
Logistics,Transport,2698.51,KE01,Kenya,2025-07-31,,KES,0.006595,
Logistics,Vehicle Maintenance,3686.2,KE01,Kenya,2025-07-31,,KES,0.006595,
Supply,Supplies,4101.72,KE01,Kenya,2025-07-31,,KES,0.006595,
Supply,Warehousing,1435.66,KE01,Kenya,2025-07-31,,KES,0.006595,
Supply,Cold Chain,1448.99,KE01,Kenya,2025-07-31,,KES,0.006595,
HR,Salaries,2475.91,KE01,Kenya,2025-08-31,,KES,0.006595,
HR,Training,3066.09,KE01,Kenya,2025-08-31,,KES,0.006595,
HR,Recruitment,4031.01,KE01,Kenya,2025-08-31,,KES,0.006595,
Medical,Medications,3828.44,KE01,Kenya,2025-08-31,,KES,0.006595,
Medical,Medical Equipment,3991.49,KE01,Kenya,2025-08-31,,KES,0.006595,
Medical,Consultations,1382.31,KE01,Kenya,2025-08-31,,KES,0.006595,
Logistics,Fuel,1613.87,KE01,Kenya,2025-08-31,,KES,0.006595,
Logistics,Transport,1775.89,KE01,Kenya,2025-08-31,,KES,0.006595,
Logistics,Vehicle Maintenance,2413.2,KE01,Kenya,2025-08-31,,KES,0.006595,
Supply,Supplies,3192.76,KE01,Kenya,2025-08-31,,KES,0.006595,
Supply,Warehousing,2193.04,KE01,Kenya,2025-08-31,,KES,0.006595,
Supply,Cold Chain,1416.13,KE01,Kenya,2025-08-31,,KES,0.006595,
HR,Salaries,4422.92,KE01,Kenya,2025-09-30,,KES,0.006595,
HR,Training,3166.1,KE01,Kenya,2025-09-30,,KES,0.006595,
HR,Recruitment,1826.63,KE01,Kenya,2025-09-30,,KES,0.006595,
Medical,Medications,1462.5,KE01,Kenya,2025-09-30,,KES,0.006595,
Medical,Medical Equipment,2917.44,KE01,Kenya,2025-09-30,,KES,0.006595,
Medical,Consultations,2096.76,KE01,Kenya,2025-09-30,,KES,0.006595,
Logistics,Fuel,1767.14,KE01,Kenya,2025-09-30,,KES,0.006595,
Logistics,Transport,4872.29,KE01,Kenya,2025-09-30,,KES,0.006595,
Logistics,Vehicle Maintenance,1420.19,KE01,Kenya,2025-09-30,,KES,0.006595,
Supply,Supplies,2476.59,KE01,Kenya,2025-09-30,,KES,0.006595,
Supply,Warehousing,4681.66,KE01,Kenya,2025-09-30,,KES,0.006595,
Supply,Cold Chain,2435.56,KE01,Kenya,2025-09-30,,KES,0.006595,
HR,Salaries,4169.05,KE01,Kenya,2025-10-31,,KES,0.006595,
HR,Training,2518.68,KE01,Kenya,2025-10-31,,KES,0.006595,
HR,Recruitment,2954.94,KE01,Kenya,2025-10-31,,KES,0.006595,
Medical,Medications,4456.12,KE01,Kenya,2025-10-31,,KES,0.006595,
Medical,Medical Equipment,4128.95,KE01,Kenya,2025-10-31,,KES,0.006595,
Medical,Consultations,4211.94,KE01,Kenya,2025-10-31,,KES,0.006595,
Logistics,Fuel,4255.45,KE01,Kenya,2025-10-31,,KES,0.006595,
Logistics,Transport,4439.78,KE01,Kenya,2025-10-31,,KES,0.006595,
Logistics,Vehicle Maintenance,1661.96,KE01,Kenya,2025-10-31,,KES,0.006595,
Supply,Supplies,2601.82,KE01,Kenya,2025-10-31,,KES,0.006595,
Supply,Warehousing,1604.73,KE01,Kenya,2025-10-31,,KES,0.006595,
Supply,Cold Chain,2892.94,KE01,Kenya,2025-10-31,,KES,0.006595,
HR,Salaries,2700.56,KE01,Kenya,2025-11-30,,KES,0.006595,
HR,Training,3944.66,KE01,Kenya,2025-11-30,,KES,0.006595,
HR,Recruitment,2584.0,KE01,Kenya,2025-11-30,,KES,0.006595,
Medical,Medications,4035.78,KE01,Kenya,2025-11-30,,KES,0.006595,
Medical,Medical Equipment,3390.3,KE01,Kenya,2025-11-30,,KES,0.006595,
Medical,Consultations,4391.95,KE01,Kenya,2025-11-30,,KES,0.006595,
Logistics,Fuel,3185.22,KE01,Kenya,2025-11-30,,KES,0.006595,
Logistics,Transport,1127.64,KE01,Kenya,2025-11-30,,KES,0.006595,
Logistics,Vehicle Maintenance,4424.02,KE01,Kenya,2025-11-30,,KES,0.006595,
Supply,Supplies,1951.18,KE01,Kenya,2025-11-30,,KES,0.006595,
Supply,Warehousing,1845.25,KE01,Kenya,2025-11-30,,KES,0.006595,
Supply,Cold Chain,1616.3,KE01,Kenya,2025-11-30,,KES,0.006595,
HR,Salaries,1499.12,KE01,Kenya,2025-12-31,,KES,0.006595,
HR,Training,2968.71,KE01,Kenya,2025-12-31,,KES,0.006595,
HR,Recruitment,4569.54,KE01,Kenya,2025-12-31,,KES,0.006595,
Medical,Medications,2155.24,KE01,Kenya,2025-12-31,,KES,0.006595,
Medical,Medical Equipment,1764.98,KE01,Kenya,2025-12-31,,KES,0.006595,
Medical,Consultations,2498.82,KE01,Kenya,2025-12-31,,KES,0.006595,
Logistics,Fuel,1816.51,KE01,Kenya,2025-12-31,,KES,0.006595,
Logistics,Transport,4888.01,KE01,Kenya,2025-12-31,,KES,0.006595,
Logistics,Vehicle Maintenance,2258.45,KE01,Kenya,2025-12-31,,KES,0.006595,
Supply,Supplies,4774.8,KE01,Kenya,2025-12-31,,KES,0.006595,
Supply,Warehousing,1063.14,KE01,Kenya,2025-12-31,,KES,0.006595,
Supply,Cold Chain,2181.86,KE01,Kenya,2025-12-31,,KES,0.006595,
HR,Salaries,1331.85,KE02,Kenya,2023-01-31,146909.92305869,KES,0.006595,968.8709425720606
HR,Training,4093.98,KE02,Kenya,2023-01-31,557369.3521747978,KES,0.006595,3675.8508775927917
HR,Recruitment,3510.71,KE02,Kenya,2023-01-31,473385.2827682506,KES,0.006595,3121.975939856613
Medical,Medications,3764.67,KE02,Kenya,2023-01-31,430579.2602722358,KES,0.006595,2839.6702214953953
Medical,Medical Equipment,2855.33,KE02,Kenya,2023-01-31,364686.8132359166,KES,0.006595,2405.10953329087
Medical,Consultations,2627.19,KE02,Kenya,2023-01-31,365335.8400474046,KES,0.006595,2409.3898651126333
Logistics,Fuel,2293.7,KE02,Kenya,2023-01-31,305970.1688841116,KES,0.006595,2017.8732637907162
Logistics,Transport,1016.44,KE02,Kenya,2023-01-31,112761.647800087,KES,0.006595,743.6630672415738
Logistics,Vehicle Maintenance,3091.56,KE02,Kenya,2023-01-31,431751.56495048595,KES,0.006595,2847.401570848455
Supply,Supplies,4392.02,KE02,Kenya,2023-01-31,648181.7244938749,KES,0.006595,4274.758473037105
Supply,Warehousing,2489.81,KE02,Kenya,2023-01-31,351395.2849923186,KES,0.006595,2317.4519045243414
Supply,Cold Chain,4459.41,KE02,Kenya,2023-01-31,619754.3501507007,KES,0.006595,4087.279939243871
HR,Salaries,2548.36,KE02,Kenya,2023-02-28,326543.7163625091,KES,0.006595,2153.5558094107478
HR,Training,3711.01,KE02,Kenya,2023-02-28,432033.3574521237,KES,0.006595,2849.259992396756
HR,Recruitment,1988.14,KE02,Kenya,2023-02-28,215652.60228190772,KES,0.006595,1422.2289120491814
Medical,Medications,4512.16,KE02,Kenya,2023-02-28,544422.3477320628,KES,0.006595,3590.4653832929544
Medical,Medical Equipment,1442.61,KE02,Kenya,2023-02-28,182593.38836760842,KES,0.006595,1204.2033962843775
Medical,Consultations,2405.98,KE02,Kenya,2023-02-28,264410.6851896237,KES,0.006595,1743.788468825568
Logistics,Fuel,3933.86,KE02,Kenya,2023-02-28,513412.1533635003,KES,0.006595,3385.953151432285
Logistics,Transport,3428.34,KE02,Kenya,2023-02-28,498249.6769213236,KES,0.006595,3285.9566192961292
Logistics,Vehicle Maintenance,3819.61,KE02,Kenya,2023-02-28,447797.9345330673,KES,0.006595,2953.2273782455786
Supply,Supplies,4126.15,KE02,Kenya,2023-02-28,606067.2616833198,KES,0.006595,3997.013590801494
Supply,Warehousing,3598.78,KE02,Kenya,2023-02-28,452500.756226064,KES,0.006595,2984.242487310892
Supply,Cold Chain,2654.78,KE02,Kenya,2023-02-28,293902.88863817696,KES,0.006595,1938.289550568777
HR,Salaries,4136.9,KE02,Kenya,2023-03-31,605814.980051905,KES,0.006595,3995.349793442314
HR,Training,1693.8,KE02,Kenya,2023-03-31,212298.978276736,KES,0.006595,1400.111761735074
HR,Recruitment,2696.31,KE02,Kenya,2023-03-31,397803.3166324555,KES,0.006595,2623.512873191044
Medical,Medications,1828.16,KE02,Kenya,2023-03-31,274251.6121766135,KES,0.006595,1808.689382304766
Medical,Medical Equipment,4641.88,KE02,Kenya,2023-03-31,566614.0036078924,KES,0.006595,3736.8193537940506
Medical,Consultations,1864.06,KE02,Kenya,2023-03-31,221288.9730579385,KES,0.006595,1459.4007773171045
Logistics,Fuel,2844.89,KE02,Kenya,2023-03-31,416678.712549567,KES,0.006595,2747.9961092643944
Logistics,Transport,1487.32,KE02,Kenya,2023-03-31,193184.99896495152,KES,0.006595,1274.0550681738553
Logistics,Vehicle Maintenance,2438.3,KE02,Kenya,2023-03-31,321596.043525549,KES,0.006595,2120.9259070509956
Supply,Supplies,2664.13,KE02,Kenya,2023-03-31,310418.5552100555,KES,0.006595,2047.210371610316
Supply,Warehousing,4294.27,KE02,Kenya,2023-03-31,643207.8967941186,KES,0.006595,4241.956079357212
Supply,Cold Chain,1266.1,KE02,Kenya,2023-03-31,150412.4578476715,KES,0.006595,991.9701595053936
HR,Salaries,1567.49,KE02,Kenya,2023-04-30,244371.699386646,KES,0.006595,1611.6313574549306
HR,Training,1143.03,KE02,Kenya,2023-04-30,175981.7263952995,KES,0.006595,1160.5994855770002
HR,Recruitment,2339.83,KE02,Kenya,2023-04-30,372579.48675830354,KES,0.006595,2457.161715171012
Medical,Medications,2352.79,KE02,Kenya,2023-04-30,365047.194967065,KES,0.006595,2407.4862508077936
Medical,Medical Equipment,1158.9,KE02,Kenya,2023-04-30,158154.1537412005,KES,0.006595,1043.0266439232173
Medical,Consultations,1788.03,KE02,Kenya,2023-04-30,254945.6765441495,KES,0.006595,1681.366736808666
Logistics,Fuel,4681.86,KE02,Kenya,2023-04-30,728838.758241061,KES,0.006595,4806.691610599797
Logistics,Transport,2508.48,KE02,Kenya,2023-04-30,325310.497472805,KES,0.006595,2145.4227308331488
Logistics,Vehicle Maintenance,1367.32,KE02,Kenya,2023-04-30,203082.693498568,KES,0.006595,1339.330363623056
Supply,Supplies,4262.05,KE02,Kenya,2023-04-30,592449.8860911735,KES,0.006595,3907.2069987712894
Supply,Warehousing,4630.62,KE02,Kenya,2023-04-30,584003.59032288,KES,0.006595,3851.5036781793933
Supply,Cold Chain,1658.59,KE02,Kenya,2023-04-30,206175.3233488,KES,0.006595,1359.7262574853362
HR,Salaries,3030.79,KE02,Kenya,2023-05-31,374258.7919853744,KES,0.006595,2468.2367331435444
HR,Training,3876.95,KE02,Kenya,2023-05-31,595632.9371413072,KES,0.006595,3928.1992204469207
HR,Recruitment,2133.29,KE02,Kenya,2023-05-31,342420.79932375037,KES,0.006595,2258.265171540134
Medical,Medications,1006.62,KE02,Kenya,2023-05-31,151054.7407770688,KES,0.006595,996.2060154247688
Medical,Medical Equipment,3191.37,KE02,Kenya,2023-05-31,445318.16647779924,KES,0.006595,2936.873307921086
Medical,Consultations,2391.62,KE02,Kenya,2023-05-31,378114.3476872944,KES,0.006595,2493.6641229977067
Logistics,Fuel,1195.38,KE02,Kenya,2023-05-31,181752.378694548,KES,0.006595,1198.6569374905441
Logistics,Transport,3011.92,KE02,Kenya,2023-05-31,433339.2514931416,KES,0.006595,2857.8723635972688
Logistics,Vehicle Maintenance,1452.94,KE02,Kenya,2023-05-31,220214.51263327838,KES,0.006595,1452.314710816471
Supply,Supplies,2736.3,KE02,Kenya,2023-05-31,349641.0688286152,KES,0.006595,2305.882848924717
Supply,Warehousing,2813.16,KE02,Kenya,2023-05-31,421960.91345436,KES,0.006595,2782.832224231504
Supply,Cold Chain,3561.81,KE02,Kenya,2023-05-31,579884.4750050032,KES,0.006595,3824.338112657996
HR,Salaries,3566.06,KE02,Kenya,2023-06-30,601044.2727103087,KES,0.006595,3963.8869785244856
HR,Training,1132.73,KE02,Kenya,2023-06-30,172632.93594361108,KES,0.006595,1138.5142125481152
HR,Recruitment,4496.54,KE02,Kenya,2023-06-30,625622.4224344161,KES,0.006595,4125.979875954975
Medical,Medications,1693.97,KE02,Kenya,2023-06-30,211461.0444250779,KES,0.006595,1394.585587983389
Medical,Medical Equipment,2281.52,KE02,Kenya,2023-06-30,358972.88743070734,KES,0.006595,2367.426192605515
Medical,Consultations,1671.92,KE02,Kenya,2023-06-30,229933.38359993912,KES,0.006595,1516.4106648415984
Logistics,Fuel,2771.41,KE02,Kenya,2023-06-30,346365.5619560013,KES,0.006595,2284.2808810998285
Logistics,Transport,1613.36,KE02,Kenya,2023-06-30,220977.8880467994,KES,0.006595,1457.3491716686422
Logistics,Vehicle Maintenance,4107.48,KE02,Kenya,2023-06-30,650573.2704663525,KES,0.006595,4290.530718725595
Supply,Supplies,2392.37,KE02,Kenya,2023-06-30,328111.0135618467,KES,0.006595,2163.892134440379
Supply,Warehousing,1999.64,KE02,Kenya,2023-06-30,289534.4380947171,KES,0.006595,1909.4796192346594
Supply,Cold Chain,3684.79,KE02,Kenya,2023-06-30,595729.8709134891,KES,0.006595,3928.838498674461
HR,Salaries,4820.21,KE02,Kenya,2023-07-31,685436.8500798001,KES,0.006595,4520.456026276282
HR,Training,2484.52,KE02,Kenya,2023-07-31,338631.8614602,KES,0.006595,2233.2771263300187
HR,Recruitment,2934.31,KE02,Kenya,2023-07-31,377804.2909599,KES,0.006595,2491.6192988805406
Medical,Medications,2330.83,KE02,Kenya,2023-07-31,299099.1753015,KES,0.006595,1972.5590611133925
Medical,Medical Equipment,2320.03,KE02,Kenya,2023-07-31,383850.3374979,KES,0.006595,2531.4929757986506
Medical,Consultations,2611.06,KE02,Kenya,2023-07-31,449758.5100953,KES,0.006595,2966.1573740785034
Logistics,Fuel,4386.93,KE02,Kenya,2023-07-31,681707.4104925,KES,0.006595,4495.860372198038
Logistics,Transport,4611.82,KE02,Kenya,2023-07-31,698642.6061321,KES,0.006595,4607.547987441199
Logistics,Vehicle Maintenance,4560.62,KE02,Kenya,2023-07-31,627069.0059886,KES,0.006595,4135.5200944948165
Supply,Supplies,2102.59,KE02,Kenya,2023-07-31,350149.1102151,KES,0.006595,2309.2333818685847
Supply,Warehousing,3644.67,KE02,Kenya,2023-07-31,555011.4088554,KES,0.006595,3660.3002414013636
Supply,Cold Chain,2054.8,KE02,Kenya,2023-07-31,309056.3560896,KES,0.006595,2038.2266684109122
HR,Salaries,2154.12,KE02,Kenya,2023-08-31,278520.682169875,KES,0.006595,1836.8438989103258
HR,Training,3850.29,KE02,Kenya,2023-08-31,616649.9444434886,KES,0.006595,4066.8063836048077
HR,Recruitment,2927.77,KE02,Kenya,2023-08-31,502276.0705753526,KES,0.006595,3312.5106854444502
Medical,Medications,1303.13,KE02,Kenya,2023-08-31,208906.7669270062,KES,0.006595,1377.7401278836057
Medical,Medical Equipment,1419.97,KE02,Kenya,2023-08-31,229237.7855486022,KES,0.006595,1511.8231956930315
Medical,Consultations,4638.28,KE02,Kenya,2023-08-31,592003.7384841888,KES,0.006595,3904.264655303225
Logistics,Fuel,4627.43,KE02,Kenya,2023-08-31,739114.9928051803,KES,0.006595,4874.463377550164
Logistics,Transport,2938.8,KE02,Kenya,2023-08-31,453004.2751342944,KES,0.006595,2987.5631945106716
Logistics,Vehicle Maintenance,1151.19,KE02,Kenya,2023-08-31,147333.2779252834,KES,0.006595,971.6629679172439
Supply,Supplies,3413.63,KE02,Kenya,2023-08-31,458205.9710062784,KES,0.006595,3021.868378786406
Supply,Warehousing,1609.64,KE02,Kenya,2023-08-31,232760.031442406,KES,0.006595,1535.0524073626677
Supply,Cold Chain,3103.04,KE02,Kenya,2023-08-31,504629.5207808478,KES,0.006595,3328.0316895496912
HR,Salaries,3682.71,KE02,Kenya,2023-09-30,556393.8214422,KES,0.006595,3669.417252411309
HR,Training,1047.55,KE02,Kenya,2023-09-30,174259.23709414498,KES,0.006595,1149.2396686358861
HR,Recruitment,1050.22,KE02,Kenya,2023-09-30,179590.69443533398,KES,0.006595,1184.4006298010277
Medical,Medications,2876.66,KE02,Kenya,2023-09-30,456453.57061539893,KES,0.006595,3010.311298208556
Medical,Medical Equipment,3378.42,KE02,Kenya,2023-09-30,477696.70544135396,KES,0.006595,3150.4097723857294
Medical,Consultations,3620.45,KE02,Kenya,2023-09-30,577484.049385089,KES,0.006595,3808.5073056946617
Logistics,Fuel,2007.12,KE02,Kenya,2023-09-30,326946.121481448,KES,0.006595,2156.2096711701497
Logistics,Transport,2631.65,KE02,Kenya,2023-09-30,361662.22503469797,KES,0.006595,2385.1623741038334
Logistics,Vehicle Maintenance,2221.24,KE02,Kenya,2023-09-30,348740.033141304,KES,0.006595,2299.9405185668998
Supply,Supplies,1941.4,KE02,Kenya,2023-09-30,272885.736946032,KES,0.006595,1799.6814351590808
Supply,Warehousing,1036.49,KE02,Kenya,2023-09-30,130415.528786445,KES,0.006595,860.0904123466047
Supply,Cold Chain,4765.43,KE02,Kenya,2023-09-30,687268.070877843,KES,0.006595,4532.532927439374
